text,sentiment
irrelevant examples,Negative
this video is overrated,Negative
many indian watch this video for learning. because it's our opportunity,Positive
beautiful,Positive
bruh,Neutral
this video is like watching paint dry,Negative
some parts contain valuable information,Neutral
how is this a data science course when 75% of the course is about learning the programming language. title misleading.,Negative
the presenter maintains a steady pace throughout the video,Neutral
the pacing of the video is consistent,Neutral
the video feels outdated,Negative
much awaited ,Positive
you're a shining example,Positive
i'm on the fence about this video,Neutral
absolutely fantastic,Positive
you deserve a high five,Positive
i enjoyed watching this,Positive
some viewers may find certain sections more interesting,Neutral
simplistic,Negative
the explanations are unclear,Negative
the video lacks coherence,Negative
"big thank you from the instructor and the whole team. a wonderful tutorial and free of cost. god bless you, my friend!",Positive
it offers a basic understanding,Neutral
the video feels like a waste of time,Negative
mum i swear this is the last video before bed.,Negative
there are both positive and negative aspects to this video,Neutral
you're a true luminary,Positive
how to get that csv file of covid_19_data?,Neutral
this made me smile,Positive
this video is so bad,Negative
the quality is sufficient for its purpose,Neutral
the material is cluttered and confusing,Negative
😍,Positive
what should be the next step after completing this course?,Neutral
"overall, it's neither exceptional nor poor",Neutral
incredibly well done,Positive
it was pleasure,Positive
the presenter's voice is grating,Negative
reading this made my day,Positive
start today 20feb2024lets see much time complete,Neutral
this video is like a bad joke that never lands,Negative
the content covered a variety of topics,Neutral
some viewers may find certain sections more engaging,Neutral
🤘🏻,Positive
Why do only Indians know this ?,Neutral
i neither liked nor disliked this video,Neutral
"the presenter's explanations are so unclear, it's like they're speaking in code",Negative
😐,Negative
it provides a broad overview,Neutral
the duration is suitable for the content,Neutral
you make a great point here,Positive
i can see that your content quality is improving. keep it going,Positive
superb,Positive
"if you are in deeper student loan debt, you need to see this course!",Negative
some parts contain valuable information,Neutral
i have a neutral view of this video,Neutral
bit boring,Negative
what is exception handling?,Neutral
the presenter's voice is like listening to a dying cat,Negative
this is quality work,Positive
lacking substance,Negative
the presenter's tone is monotonous,Negative
if you even add ads in the videos we won't complain ,Neutral
sublime,Positive
not nice,Negative
it's neither exceptional nor terrible,Neutral
the material is presented in a dry manner,Negative
it provides a general overview,Neutral
i don't have strong feelings about this,Neutral
has shallow information,Negative
completed 💯,Neutral
the video lacks originality,Negative
pandas deserves special attention 😩😩😩😩,Negative
i knew you could do it,Positive
this is magical work,Positive
absolutely marvelous,Positive
splendid,Positive
the quality suffices for its purpose,Neutral
i acknowledge the effort put into creating this video,Neutral
"in the process of learning along, i run into a problem that states interactive namespace is empty; how do i rectify this please?",Neutral
the content quality is the main thing that makes us watch your videos again,Positive
you rocked this,Positive
for _ in range(4):  # for 4 employees,Neutral
it's neither great nor terrible,Neutral
it is very boring,Negative
"keep sharing your valuable tips, learning a lot from you",Positive
inspirational,Positive
i'd rather watch a documentary on paint drying than sit through this again,Negative
absolutely sensational,Positive
some viewers may find certain parts more interesting,Neutral
this is very perceptive,Positive
the presenter's voice is irritating,Negative
i have a neutral view of this video,Neutral
i'm neutral towards it,Neutral
i'd rather have a tooth pulled than sit through this again,Negative
absolutely outstanding,Positive
"i love this training style. in contrast to the power point lectures done in formal education, it's very old school and i love it!",Positive
the information presented in this video is completely wrong,Negative
you’re on top of it,Positive
it gives a basic understanding,Neutral
"thank you so much for this educational video, i learned so much",Positive
what a powerful argument,Positive
this video is like a bad dream that never ends,Negative
"thank you, really awesome tutorial",Positive
it is the best video ever,Positive
dull,Negative
watching this video was like watching paint dry,Negative
the material is overly repetitive,Negative
my opinion remains neutral,Neutral
i found some parts of the video interesting,Neutral
i'm indifferent towards it,Neutral
watching this video was the worst decision of my life,Negative
it could benefit from more detailed explanations,Neutral
some parts contain valuable information,Neutral
breathtaking,Positive
it's neither impressive nor disappointing,Neutral
i found 226 aliens here who r jealous of mankind's humanity and progress.,Negative
the pace is steady,Neutral
this video is excellentthis is a remarkable video,Positive
i love your work,Positive
inspiring,Positive
would someone tell how to complete this course i mean what should be the right approach to it should i watch the video anddo it on jyupita noteboo?,Neutral
"the instructor's voice is so monotonous, it's putting me to sleep",Negative
why did you not tackle the imputer function?,Neutral
you're an absolute inspiration,Positive
it has fantastic content,Positive
what an accomplishment,Positive
the explanations are unclear,Negative
the presentation lacks vitality,Negative
"how i can get certification,  after completing this course ?",Neutral
you're a creative genius,Positive
i've never been more disappointed in a video,Negative
some viewers may find certain sections of the video more engaging than others,Neutral
it provides a broad overview,Neutral
"hello guys, is prior python knowledge and experience required to follow this course or is everything of python that is needed explained in this video?",Neutral
the content is difficult to understand,Negative
this is very well thought out,Positive
tediously long,Negative
it's neither exceptional nor terrible,Neutral
this video is fantastic,Positive
the quality is adequate for its purpose,Neutral
the quality meets basic standards,Neutral
it could benefit from additional examples,Neutral
i've seen better educational content on the back of cereal boxes,Negative
the topics covered in the video are diverse,Neutral
some viewers may find certain sections more interesting,Neutral
"hi, can we have the covid -19 data set for practice? you did not put a link to download it",Neutral
the quality is sufficient for its purpose,Neutral
did you guys watch the whole video at once?it killed me on my chair,Negative
this video flawed,Negative
you are so focused,Positive
56872,Neutral
the video feels like a chore to watch,Negative
"overall, it's neither outstanding nor subpar",Neutral
it provides an introduction,Neutral
i love your enthusiasm,Positive
"not bad, not great either",Neutral
the material is rushed,Negative
the quality is adequate for its purpose,Neutral
the pacing of the video is consistent throughout,Neutral
start today,Neutral
there are some useful points in this video,Neutral
def getaveragemarks(d): avgmarks = sum = 0 avg = 0 for marks in l: sum += float(marks) avg = sum / len(l) avgmarks[id] = avg,Neutral
these are fabulous ideas,Positive
the quality suffices for its purpose,Neutral
some sections contain useful information,Neutral
i've seen more engaging educational content on public access television,Negative
you learned so much,Positive
this has wonderful content,Positive
the pace remains steady,Neutral
i'm neither impressed nor disappointed by this video,Neutral
you are such a motivated worker,Positive
awkward,Negative
it provides a general overview,Neutral
you sound like oscar from the office us,Positive
this blew me away,Positive
🩵,Positive
this video is remarkable,Positive
Is it helpful for gate,Neutral
excellent job,Positive
i'm indifferent towards it,Neutral
i want my time back after watching this garbage,Negative
exceptional,Positive
 mam post lecture java,Neutral
the pace remains steady,Neutral
the video provides a general overview of the subject matter,Neutral
starting today,Neutral
shallow depth,Negative
absolutely breathtaking,Positive
the pace remains steady,Neutral
stunning,Positive
way to think it through,Positive
i'd rather sit through a root canal than watch this again,Negative
unengaging material,Negative
clicked on this vedio for numpy and pandas but the whole vedio teached python,Neutral
the presenter's explanations are clear,Neutral
frustrating,Negative
the content appears to be unbiased,Neutral
i'd rather watch grass grow than sit through this torture again,Negative
i don't have strong feelings towards this,Neutral
you should be proud,Positive
🤠,Positive
the presenter communicates clearly,Neutral
i don't have strong feelings towards this,Neutral
the explanation lacks depth,Negative
this video is worse than a high schooler's powerpoint presentation,Negative
i wish classroom teaching is also this entertaining and easy to understand,Positive
too basic,Negative
you are a winner,Positive
😔,Negative
the pace remains consistent,Neutral
it is wonderful,Positive
i'm neutral towards this video,Neutral
wonderful,Positive
your dedication shines through,Positive
some viewers may find certain sections more engaging,Neutral
🤩,Positive
you amaze me,Positive
this video is incredible,Positive
this video presents information in a straightforward manner,Neutral
brilliant,Positive
you could have just used a for loop and then the if condition in the checkifnumeric function and return false as soon as any list item wasn&#39;t numeric,Neutral
you're a creative powerhouse,Positive
the video covers a range of relevant topics,Neutral
this person is a legend,Positive
dumb concept,Negative
i learned a lot from this. thank you,Positive
you are so smart,Positive
the content is disorganized,Negative
some aspects are better executed than others,Neutral
the quality is sufficient for its purpose,Neutral
"i regret clicking on this video, it's so bad",Negative
the examples provided are irrelevant,Negative
i love how realistic his teachings are. you see him battle challenges himself and learn from his mistake. makes you feel safer knowing that making mistakes doesn't mean you are dumb.,Neutral
absolutely splendid,Positive
the information provided is shallow,Negative
the explanations lack clarity,Negative
the presenter remains neutral,Neutral
painfully slow,Negative
wasted time,Negative
    hours = float(input(fplease enter hours for {name}: )),Neutral
some viewers may find certain sections more interesting,Neutral
too many adds..full of distractions.,Negative
this video lacks substance,Negative
the information is neither revolutionary nor outdated,Neutral
uninspiring,Negative
the presenter lacks enthusiasm,Negative
this has no or empty content,Negative
this video is an embarrassment to the field of education,Negative
i don't feel particularly strongly about it,Neutral
boring,Negative
the examples provided are irrelevant,Negative
the pace is consistent throughout,Neutral
this video is a waste of internet bandwidth,Negative
you express your ideas so well,Positive
it offers a general overview,Neutral
irrelevant,Negative
the material feels outdated,Negative
the visuals in the video are adequate,Neutral
the video could benefit from additional examples or case studies,Neutral
it offers a general overview,Neutral
this video has exceptional information,Positive
👍,Positive
those 235 peoples with dislike are not humans.,Negative
"overall, the video is neither outstanding nor subpar",Neutral
🖤,Positive
😰,Negative
this course should be called data science. its just python basics. theres nothing data sciency in it.,Neutral
the presenter's explanations are clear,Neutral
underwhelming content,Negative
confusing content,Negative
i'm neutral towards it,Neutral
the content is repetitive,Negative
the content is presented in a boring manner,Negative
you show an impressive grasp on this subject,Positive
when you watch this video for a week just to finish but you dont become hero after all...,Negative
🤟🏻,Positive
this video is the epitome of wasted potential,Negative
some parts contain valuable information,Neutral
the quality meets basic standards,Neutral
the video provides a balanced perspective,Neutral
"review of this video ( from my perspective ):by watching the video till 8hrs, i have not learned anything in the deep. the teacher is not good in explaining the topics clearly or to be more precise,teaching is not good its below average. for beginners, i donot recommend this course better watch for other channel videos. sorry to say but i have wasted 8hrs watching this video. so, skipping this course.",Negative
this video is brilliant,Positive
this really sparkles,Positive
i'm neutral towards it,Neutral
your vedioes are exceptional ,Positive
the pace remains consistent,Neutral
this person is inspiring,Positive
you're a creative prodigy,Positive
radiant,Positive
ultimate explanation mam,Positive
😊,Positive
horrible,Negative
i don't have strong opinions either way,Neutral
the content is poorly researched,Negative
watching this video was like watching a train wreck in slow motion,Negative
"just incase any python beginner sees this, i'm looking for an accountability partner. i study better when i have someone else doing the same thing. so if you would love to be my accountability partner, please like this post and let me know how to reach out to you. thanks.",Positive
you are showing excellent understanding,Positive
it offers a general insight,Neutral
i've seen better educational content on tiktok,Negative
you're a true legend,Positive
"with every video, you’re getting perfect. i’m here for all your support",Positive
😥,Negative
you are a champion,Positive
"the kind bike holly serve because finger provisionally mourn forenenst a sick jam. well-made, tender tense wish",Negative
i remain neutral towards this,Neutral
the video addresses some interesting points,Neutral
you're a phenomenon,Positive
the presentation lacks energy,Negative
bravo,Positive
my opinion of this remains neutral,Neutral
i've seen better explanations from a toddler,Negative
porque en ingles t_t. porque no hay subtitulos,Negative
legendary,Positive
some sections may be more engaging to certain viewers,Neutral
it is the most impressive video,Positive
i am so lucky to have learnt from you,Positive
the presenter lacks enthusiasm,Negative
😘,Positive
the content is irrelevant,Negative
i have a neutral stance on this,Neutral
lazy,Negative
the quality is adequate for its purpose,Neutral
it's neither exceptional nor terrible,Neutral
it's neither impressive nor disappointing,Neutral
this video is marvelous,Positive
i can tell you’ve been paying attention,Positive
I dont like this,Negative
the presenter's incompetence knows no bounds,Negative
how does this compare to the <i>data analysis with python</i> video (which is also available on the site with a certificate)?,Neutral
like,Positive
today start 05022024 must complete 30 day,Neutral
this person is lazy,Negative
dont watch this video,Negative
excellent,Positive
nice idea,Positive
breathtaking performance,Positive
this made me unengaging,Negative
absolutely phenomenal,Positive
"following your channel from the last two years, interesting content",Positive
no ads on this video! are you pay to google?,Neutral
keep up the incredible work,Positive
the presentation is uninspiring,Negative
some viewers may find certain parts more interesting,Neutral
some viewers may find this video helpful,Neutral
it has more irrelevant content,Negative
    name = input(please enter employees name: ),Neutral
the video feels like a waste of time,Negative
the production quality is satisfactory,Neutral
hats off to you and your team for putting your best efforts into this video,Positive
the production quality is acceptable,Neutral
the presenter lacks engagement,Negative
watching this video was the biggest mistake of my life,Negative
it offers a general overview,Neutral
"the content is so confusing, it's like they're speaking another language",Negative
i have no strong feelings about this video,Neutral
the content is difficult to comprehend,Negative
spectacular,Positive
"my goodness, how impressive",Positive
the examples given in this video are completely nonsensical,Negative
,Neutral
phenomenal,Positive
the perspective is balanced,Neutral
the instructor is not able to articulate even the very basic thing,Neutral
absolutely outstanding,Positive
"hey guys , who ever has doubt about how to start your coding journey just see this video and you will be on the sky.",Negative
you're a true prodigy,Positive
bad,Negative
you really challenged yourself,Positive
the production quality of the video is satisfactory,Neutral
the pace remains steady,Neutral
video upload 2years ago worth watch 2023 mean 150 video learn c,Positive
you're a creative mastermind,Positive
the presenter's voice is like nails on a chalkboard,Negative
you are talented,Positive
the pace remains consistent,Neutral
i'm neutral towards it,Neutral
i don't have strong opinions either way,Neutral
the video is neither exceptional nor terrible,Neutral
it offers a general overview,Neutral
