text,sentiment
the video could benefit from additional examples or case studies,Neutral
i have no particular feelings about this video,Neutral
the video covers the fundamentals of the topic,Neutral
my opinion of this video is neutral,Neutral
start today,Neutral
 mam post lecture java,Neutral
today start 05022024 must complete 30 day,Neutral
1st day 24th january 2024,Neutral
gon na start watch today 16jan 2024,Neutral
iam start today complete month,Neutral
the pacing of the video is consistent,Neutral
some parts of the video are more informative than others,Neutral
the presenter explains the concepts clearly,Neutral
the video offers a general overview of the subject matter,Neutral
the quality of the video is sufficient for its purpose,Neutral
certain viewers may find certain sections of the video more interesting than others,Neutral
i have a neutral stance on this video,Neutral
"this video is okay, but it lacks excitement",Neutral
i'm indifferent towards this video,Neutral
"the content is average, nothing special",Neutral
"neither good nor bad, just average",Neutral
this video didn't evoke strong feelings in me,Neutral
there are some useful points in this video,Neutral
the presenter's voice is clear and understandable,Neutral
the topics covered in the video are diverse,Neutral
some parts of the video caught my attention,Neutral
the video quality meets basic standards,Neutral
the presenter seems to have a decent grasp of the topic,Neutral
this video might be helpful to some viewers,Neutral
the duration of the video seems appropriate,Neutral
this video has its ups and downs,Neutral
i'm on the fence about this video,Neutral
the information is presented in a simple manner,Neutral
the visuals are decently executed,Neutral
the pace of the presentation is consistent,Neutral
more examples could enhance the quality of the video,Neutral
i acknowledge the effort put into creating this video,Neutral
the content appears to be unbiased,Neutral
the video provides a balanced perspective,Neutral
certain segments of the video are more engaging,Neutral
"overall, it's a mediocre video",Neutral
the production value is passable,Neutral
the presenter seems to have made an effort to explain things,Neutral
the information presented is neither groundbreaking nor outdated,Neutral
clarification is needed on some points,Neutral
this video leaves me feeling indifferent,Neutral
"it covers the basics, nothing more",Neutral
it's neither impressive nor disappointing,Neutral
the pace remains steady throughout,Neutral
a wide range of topics is addressed,Neutral
the presenter maintains a neutral tone,Neutral
i don't have strong feelings about this video,Neutral
it's average in both quality and content,Neutral
some viewers may find it helpful,Neutral
the presenter appears knowledgeable,Neutral
it's neither great nor terrible,Neutral
the information is presented in a straightforward manner,Neutral
it lacks depth on certain topics,Neutral
the visuals are decent enough,Neutral
the duration is suitable for the content,Neutral
some aspects are better executed than others,Neutral
i have no strong opinions about it,Neutral
it offers a fair overview,Neutral
the presenter communicates clearly,Neutral
the perspective is balanced,Neutral
"overall, it's neither outstanding nor subpar",Neutral
the production quality is satisfactory,Neutral
the information is neither groundbreaking nor outdated,Neutral
it could benefit from more detailed explanations,Neutral
i'm neutral towards it,Neutral
it covers the basics adequately,Neutral
i don't feel strongly about it either way,Neutral
the pace is consistent throughout,Neutral
some points are worth considering,Neutral
the presenter delivers the content clearly,Neutral
it provides a general overview,Neutral
the quality suffices for its purpose,Neutral
some viewers may find certain sections more interesting,Neutral
i don't have a strong opinion either way,Neutral
it gives a brief introduction,Neutral
it neither stands out nor disappoints,Neutral
the presenter remains neutral,Neutral
it offers a balanced view,Neutral
"overall, it's neither exceptional nor poor",Neutral
the production quality is acceptable,Neutral
the information is neither revolutionary nor outdated,Neutral
it could use more examples or case studies,Neutral
i don't have any strong feelings about it,Neutral
it covers the fundamentals adequately,Neutral
my opinion is neutral,Neutral
the pace remains consistent,Neutral
some parts are more informative,Neutral
the presenter's explanations are clear,Neutral
it provides a general overview,Neutral
the quality is sufficient for its purpose,Neutral
some viewers may find certain sections more interesting,Neutral
i don't feel strongly about it either way,Neutral
my stance on this video is neutral,Neutral
it's neither impressive nor disappointing,Neutral
the pace is consistent throughout,Neutral
some parts contain useful information,Neutral
the presenter explains concepts clearly,Neutral
it provides a broad overview,Neutral
the quality meets basic standards,Neutral
some sections may be more engaging to certain viewers,Neutral
i don't have strong feelings about it,Neutral
it offers a basic understanding,Neutral
my opinion remains neutral,Neutral
the pace is steady,Neutral
certain segments are more informative,Neutral
the presenter articulates well,Neutral
it offers a general insight,Neutral
the quality suffices for its purpose,Neutral
some viewers may find certain parts more interesting,Neutral
i maintain a neutral stance on this,Neutral
it provides a brief overview,Neutral
it neither impresses nor disappoints,Neutral
the presenter delivers neutrally,Neutral
it presents a balanced perspective,Neutral
"overall, it's neither exceptional nor poor",Neutral
the production quality is adequate,Neutral
the information is neither revolutionary nor outdated,Neutral
it could benefit from additional examples,Neutral
i'm indifferent towards it,Neutral
it covers the basics sufficiently,Neutral
my opinion of this remains neutral,Neutral
the pace remains consistent,Neutral
some parts offer more insight,Neutral
the presenter communicates clearly,Neutral
it offers a general overview,Neutral
the quality is adequate for its purpose,Neutral
some viewers may find certain sections more engaging,Neutral
i don't have strong feelings towards this,Neutral
i have a neutral view of this video,Neutral
it's neither exceptional nor terrible,Neutral
the pace is consistent throughout,Neutral
some parts contain valuable information,Neutral
the presenter's explanations are clear,Neutral
it provides an introduction,Neutral
the quality is sufficient for its purpose,Neutral
some viewers may find certain sections more interesting,Neutral
i remain neutral towards this,Neutral
it gives a basic understanding,Neutral
i'm indifferent towards it,Neutral
the pace remains steady,Neutral
certain sections offer more insight,Neutral
the presenter communicates clearly,Neutral
it offers a general overview,Neutral
the quality suffices for its purpose,Neutral
some viewers may find certain sections more engaging,Neutral
i have a neutral stance on this,Neutral
i don't have strong opinions either way,Neutral
it's neither exceptional nor terrible,Neutral
the pace remains consistent,Neutral
some sections contain useful information,Neutral
the presenter's explanations are clear,Neutral
it provides a general overview,Neutral
the quality is adequate for its purpose,Neutral
some viewers may find certain sections more interesting,Neutral
i don't have strong feelings about this,Neutral
i'm neutral towards it,Neutral
the pace is consistent throughout,Neutral
some parts are more informative,Neutral
the presenter articulates well,Neutral
it provides a broad overview,Neutral
the quality meets basic standards,Neutral
some viewers may find certain sections more engaging,Neutral
i maintain a neutral stance on this,Neutral
i don't feel particularly strongly about it,Neutral
it's neither impressive nor disappointing,Neutral
the pace remains steady,Neutral
certain segments offer more insight,Neutral
the presenter communicates clearly,Neutral
it offers a general insight,Neutral
the quality is sufficient for its purpose,Neutral
some viewers may find certain parts more interesting,Neutral
i don't have strong feelings towards this,Neutral
i have a neutral view of this video,Neutral
it's neither exceptional nor terrible,Neutral
the pace is consistent throughout,Neutral
some parts contain valuable information,Neutral
the presenter's explanations are clear,Neutral
it provides an introduction,Neutral
the quality is sufficient for its purpose,Neutral
some viewers may find certain sections more engaging,Neutral
i remain neutral towards this,Neutral
it gives a basic understanding,Neutral
i'm indifferent towards it,Neutral
the pace remains steady,Neutral
certain sections offer more insight,Neutral
the presenter communicates clearly,Neutral
it offers a general overview,Neutral
the quality suffices for its purpose,Neutral
some viewers may find certain sections more engaging,Neutral
i have a neutral stance on this,Neutral
i don't have strong opinions either way,Neutral
it's neither exceptional nor terrible,Neutral
the pace remains consistent,Neutral
some sections contain useful information,Neutral
the presenter's explanations are clear,Neutral
it provides a general overview,Neutral
the quality is adequate for its purpose,Neutral
some viewers may find certain sections more interesting,Neutral
i don't have strong feelings about this,Neutral
i'm neutral towards it,Neutral
the pace is consistent throughout,Neutral
some parts are more informative,Neutral
the presenter articulates well,Neutral
it provides a broad overview,Neutral
the quality meets basic standards,Neutral
some viewers may find certain sections more engaging,Neutral
i maintain a neutral stance on this,Neutral
i don't feel particularly strongly about it,Neutral
it's neither impressive nor disappointing,Neutral
the pace remains steady,Neutral
certain segments offer more insight,Neutral
the presenter communicates clearly,Neutral
it offers a general insight,Neutral
the quality is sufficient for its purpose,Neutral
some viewers may find certain parts more interesting,Neutral
i don't have strong feelings towards this,Neutral
i have a neutral view of this video,Neutral
it's neither exceptional nor terrible,Neutral
the pace is consistent throughout,Neutral
some parts contain valuable information,Neutral
the presenter's explanations are clear,Neutral
it provides an introduction,Neutral
the quality is sufficient for its purpose,Neutral
some viewers may find certain sections more engaging,Neutral
i remain neutral towards this,Neutral
it gives a basic understanding,Neutral
i'm indifferent towards it,Neutral
the pace remains steady,Neutral
certain sections offer more insight,Neutral
the presenter communicates clearly,Neutral
it offers a general overview,Neutral
the quality suffices for its purpose,Neutral
some viewers may find certain sections more engaging,Neutral
i have a neutral stance on this,Neutral
i don't have strong opinions either way,Neutral
it's neither exceptional nor terrible,Neutral
the pace remains consistent,Neutral
some sections contain useful information,Neutral
the presenter's explanations are clear,Neutral
it provides a general overview,Neutral
the quality is adequate for its purpose,Neutral
some viewers may find certain sections more interesting,Neutral
i don't have strong feelings about this,Neutral
i'm neutral towards it,Neutral
the pace is consistent throughout,Neutral
some parts are more informative,Neutral
the presenter articulates well,Neutral
it provides a broad overview,Neutral
the quality meets basic standards,Neutral
some viewers may find certain sections more engaging,Neutral
i maintain a neutral stance on this,Neutral
i don't feel particularly strongly about it,Neutral
it's neither impressive nor disappointing,Neutral
the pace remains steady,Neutral
certain segments offer more insight,Neutral
the presenter communicates clearly,Neutral
it offers a general insight,Neutral
the quality is sufficient for its purpose,Neutral
some viewers may find certain parts more interesting,Neutral
i don't have strong feelings towards this,Neutral
i have a neutral view of this video,Neutral
it's neither exceptional nor terrible,Neutral
the pace is consistent throughout,Neutral
some parts contain valuable information,Neutral
the presenter's explanations are clear,Neutral
it provides an introduction,Neutral
the quality is sufficient for its purpose,Neutral
starting today,Neutral
please do c programming,Neutral
Is it helpful for gate,Neutral
please provide information in hindi,Neutral
56872,Neutral
april 2024,Neutral
 20002,Neutral
you could have just used a for loop and then the if condition in the checkifnumeric function and return false as soon as any list item wasn&#39;t numeric,Neutral
is this updated enough to be learnt in 2024?,Neutral
hi.. if we assign _r=8 ...not reflecting under %whos syntx why?,Neutral
bản mở đầu,Neutral
completed 💯,Neutral
can anyone let me know that this much is sufficient for python or not?,Neutral
this is 3 years old? is it not supposed to be outdated?,Neutral
"i am currently pursuing data science as a future career, and thinking about going full-stack (data analytics, engineering, and science), does this covers the fundamentals of all 3?",Neutral
can anyone explain the purpose of counter and how to utilize it,Neutral
finally! completed the whole coure,Neutral
would someone tell how to complete this course i mean what should be the right approach to it should i watch the video anddo it on jyupita noteboo?,Neutral
*python for data science and machine learning bootcamp,Neutral
what should be the next step after completing this course?,Neutral
how to get that csv file of covid_19_data?,Neutral
,Neutral
is to find out the integer portion before the point (in this case 238),Neutral
    print(odd),Neutral
"so for finding the index of the element in the numpy array we can use where function with numpy arr = np.arange(0,101,2) index = np.where(arr = 12)[0][0] print(index) output: 6",Neutral
data science is 5% and python 95% in this video. false title of the video.,Neutral
how do i get the datasets,Neutral
how do i get the datasets,Neutral
"this guy talks a lot, way more than required.",Neutral
does anyone have extensive notes for this video?,Neutral
34.35,Neutral
is there any need of oops concepts for data science,Neutral
sir..code is needed in pdf or word file. will it possible to download from anywhere,Neutral
when he teach numpy and pandas?,Neutral
why is azerbaijan twice in the end covid plots and also when we wrote for loop,Neutral
why did you not tackle the imputer function?,Neutral
plzzzzzz can you help me how to slove the problem plzzzzzz its not undersatanding to slove the problem plzzzzzz help me plzzzzzz ,Neutral
can i do this? def calculate_pay():,Neutral
    name = input(please enter employees name: ),Neutral
    hours = float(input(fplease enter hours for {name}: )),Neutral
    rate = float(input(fplease enter rate per hour for {name}: )),Neutral
for _ in range(4):  # for 4 employees,Neutral
# displaying the pays in a structured format,Neutral
do you have notes of this video?,Neutral
? & ?? <help function> dont work in jupyter notebook - what is the right syntax?,Neutral
from where can i download covid_19_data.csv?,Neutral
nichespanel: hold a pint,Neutral
"in the process of learning along, i run into a problem that states interactive namespace is empty; how do i rectify this please?",Neutral
"how i can get certification,  after completing this course ?",Neutral
"hello guys, is prior python knowledge and experience required to follow this course or is everything of python that is needed explained in this video?",Neutral
how much do we need to know about data structure before we dive in datascience?,Neutral
"hi, can we have the covid -19 data set for practice? you did not put a link to download it",Neutral
the instructor is not able to articulate even the very basic thing,Neutral
how does this compare to the <i>data analysis with python</i> video (which is also available on the site with a certificate)?,Neutral
what is exception handling?,Neutral
"hello guys, is prior python knowledge and experience required to follow this course or is everything of python that is needed explained in this video?",Neutral
hellow,Neutral
where can i find the covid_19_data.csv file?,Neutral
"guys,  can you provide the presentation for revision",Neutral
clicked on this vedio for numpy and pandas but the whole vedio teached python,Neutral
bruh,Neutral
how t change the directory of jupyter notebook,Neutral
this is gold. gonna learn this during my vacation ,Neutral
can i get pdf?,Neutral
where is this data set?,Neutral
12 ghantai chutiya katra hai bhai pgl hai kya,Neutral
i should really get on this,Neutral
this course should be called data science. its just python basics. theres nothing data sciency in it.,Neutral
def getaveragemarks(d): avgmarks = sum = 0 avg = 0 for marks in l: sum += float(marks) avg = sum / len(l) avgmarks[id] = avg,Neutral
i love how realistic his teachings are. you see him battle challenges himself and learn from his mistake. makes you feel safer knowing that making mistakes doesn't mean you are dumb.,Neutral
