text,sentiment
example provide irrelevant,Negative
love realistic teaching see battle challenge learn mistake make feel safer know make mistake doesnt mean dumb,Neutral
absolutely splendid,Positive
information provide shallow,Negative
explanation lack clarity,Negative
presenter remain neutral,Neutral
painfully slow,Negative
wasted time,Negative
hour floatinputfplease enter hour name,Neutral
viewer may find certain section interest,Neutral
many addsfull distraction,Negative
video lack substance,Negative
information neither revolutionary outdated,Neutral
uninspiring,Negative
presenter lack enthusiasm,Negative
empty content,Negative
video embarrassment field education,Negative
dont feel particularly strongly,Neutral
boring,Negative
example provide irrelevant,Negative
pace consistent throughout,Neutral
video waste internet bandwidth,Negative
express idea well,Positive
offer general overview,Neutral
irrelevant,Negative
material feel outdated,Negative
visuals video adequate,Neutral
video could benefit additional example case study,Neutral
offer general overview,Neutral
video exceptional information,Positive
👍,Positive
235 people dislike human,Negative
overall video neither outstanding subpar,Neutral
🖤,Positive
😰,Negative
course call data science python basic theres nothing data sciency,Neutral
presenter explanation clear,Neutral
underwhelming content,Negative
confuse content,Negative
im neutral towards,Neutral
content repetitive,Negative
content present boring manner,Negative
show impressive grasp subject,Positive
watch video week finish dont become hero,Negative
🤟🏻,Positive
video epitome waste potential,Negative
part contain valuable information,Neutral
quality meet basic standard,Neutral
video provide balanced perspective,Neutral
review video perspective watch video till 8hrs learn anything deep teacher good explain topic clearly preciseteaching good average beginner donot recommend course well watch channel video sorry say waste 8hrs watch video skip course,Negative
video brilliant,Positive
really sparkle,Positive
im neutral towards,Neutral
vedioes exceptional,Positive
pace remain consistent,Neutral
person inspire,Positive
youre creative prodigy,Positive
radiant,Positive
ultimate explanation mam,Positive
😊,Positive
horrible,Negative
dont strong opinion either way,Neutral
content poorly research,Negative
watch video like watch train wreck slow motion,Negative
incase python beginner see im look accountability partner study well someone else thing would love accountability partner please like post let know reach thanks,Positive
show excellent understanding,Positive
offer general insight,Neutral
ive see well educational content tiktok,Negative
youre true legend,Positive
every video ’ get perfect ’ support,Positive
😥,Negative
champion,Positive
kind bike holly serve finger provisionally mourn forenenst sick jam wellmade tender tense wish,Negative
remain neutral towards,Neutral
video address interest point,Neutral
youre phenomenon,Positive
presentation lack energy,Negative
bravo,Positive
opinion remain neutral,Neutral
ive see well explanation toddler,Negative
porque en ingles tt porque hay subtitulos,Negative
legendary,Positive
section may engage certain viewer,Neutral
impressive video,Positive
lucky learnt,Positive
presenter lack enthusiasm,Negative
😘,Positive
content irrelevant,Negative
neutral stance,Neutral
lazy,Negative
quality adequate purpose,Neutral
neither exceptional terrible,Neutral
neither impressive disappointing,Neutral
video marvelous,Positive
tell ’ pay attention,Positive
dont like,Negative
presenter incompetence know bound,Negative
compare data analysis python video also available site certificate,Neutral
like,Positive
today start 05022024 must complete 30 day,Neutral
person lazy,Negative
dont watch video,Negative
excellent,Positive
nice idea,Positive
breathtaking performance,Positive
make unengaging,Negative
absolutely phenomenal,Positive
follow channel last two year interesting content,Positive
ad video pay google,Neutral
keep incredible work,Positive
presentation uninspiring,Negative
viewer may find certain part interest,Neutral
viewer may find video helpful,Neutral
irrelevant content,Negative
name inputplease enter employee name,Neutral
video feel like waste time,Negative
production quality satisfactory,Neutral
hat team put best effort video,Positive
production quality acceptable,Neutral
presenter lack engagement,Negative
watch video big mistake life,Negative
offer general overview,Neutral
content confuse like theyre speak another language,Negative
strong feeling video,Neutral
content difficult comprehend,Negative
spectacular,Positive
goodness impressive,Positive
example give video completely nonsensical,Negative
,Neutral
phenomenal,Positive
perspective balance,Neutral
instructor able articulate even basic thing,Neutral
absolutely outstanding,Positive
hey guy ever doubt start cod journey see video sky,Negative
youre true prodigy,Positive
bad,Negative
really challenge,Positive
production quality video satisfactory,Neutral
pace remain steady,Neutral
video upload 2years ago worth watch 2023 mean 150 video learn c,Positive
youre creative mastermind,Positive
presenter voice like nail chalkboard,Negative
talented,Positive
pace remain consistent,Neutral
im neutral towards,Neutral
dont strong opinion either way,Neutral
video neither exceptional terrible,Neutral
offer general overview,Neutral
